St 7. 6.,A113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 7. 6.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 8. 6.,D105,,3IPK,~,3PDS,~,3IOS,~,~,,,,,,,AGS BIF   3;AGS NSB   1,$3P,$3P,,$3P,,$3P,$3P,$3P,,$3P,,$3P,$3PV,,,,,$3P,$3PV,$3P,$3PV,
Čt 8. 6.,D0206,,,,,,3IOS,~,~,,,,,,,AGS PDS   4;AGS WAP  19,,,,,,,,,,,,,,,,,,,,,,
Čt 8. 6.,D0207,,,,,,3IOS,~,~,,,,,,,BIF NSB   1;BIF PDS   1,,,,,,,,,,,,,,,,,,,,,,
Čt 8. 6.,E112,,,,,,3IOS,~,~,,,,,,,IOS IPK  66;NSB PDS   4,,,,,,,,,,,,,,,,,,,,,,
Čt 8. 6.,E104,,3AGS,~,,,,,3WAP,~,,,,,,NSB WAP   5;PDS WAP  81,,,,,,,,,,,,,,,,,,,,,,
Čt 8. 6.,E105,,,,,,3IOS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 8. 6.,G202,,,,,,3IOS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 8. 6.,A112,,,,,,3NSB,~,3BIF,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 8. 6.,A113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 8. 6.,Omez.,!RKD (nelze BIN; FLP; GJA; INC; IPP; IZU; KRY; MUL; NAV; PIS; POS; PRL; WAP; ZPO; ZRE)+5,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 9. 6.,D105,!PZ do NMSP+5,~,~,~,~,~,~,,,,,,,,FLP ZRE   4,$3P,,,,,$3P,,$3P,,$3P,,$3P,,$3P,,$3PL,$3PL,,$3PV,,$3PV,
Pá 9. 6.,D0206,!PZ do NMSP+5,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 9. 6.,D0207,,,,,3IMA+1(od 11:30),~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 9. 6.,E112,,3FLP,~,~,,!Fakultní akce+7,~,~,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,
Pá 9. 6.,E104,,,,,,!Fakultní akce+7,~,~,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,
Pá 9. 6.,E105,,,,,,!Fakultní akce+7,~,~,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,
Pá 9. 6.,G202,,,,,3ZRE,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 9. 6.,A112,,,,,3IMA+1(od 11:30),~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 9. 6.,A113,,,,,3IMA+1(od 11:30),~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 9. 6.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

HLAVICKA,
